-1.85958 1.1 -60
-1.69755 0.925215 -60
-1.53469 0.588937 -107.721
-1.21811 0.11303 -120
-0.860233 -0.551945 -116.38
-0.51154 -1.24756 -63.1249
-0.331651 -1.77894 -60
-0.160371 -2.1319 -60
0.0123781 -2.47636 -60
0.186669 -2.82249 -60
0.362571 -3.17043 -60
0.540157 -3.52027 -49.0476
0.683546 -3.84025 -8.05907
0.693319 -4.00618 -5.15307
0.693719 -4.02669 -5.03376
0.69388 -4.03722 -4.98591
0.694035 -4.04738 -4.93969
0.694188 -4.0574 -4.89408
0.69434 -4.06731 -4.84875
0.69449 -4.07709 -4.80398
0.694639 -4.08676 -4.7596
0.694786 -4.09631 -4.71571
0.694932 -4.10575 -4.6721
0.695076 -4.11507 -4.62895
0.695219 -4.12428 -4.58623
0.695361 -4.13338 -4.54401
0.695502 -4.14237 -4.50188
0.695641 -4.15126 -4.46039
0.695779 -4.16003 -4.41912
0.695916 -4.16871 -4.37826
0.696052 -4.17728 -4.33783
0.696186 -4.18575 -4.29762
0.696319 -4.19412 -4.25797
0.696452 -4.20239 -4.21838
0.696583 -4.21057 -4.17933
0.696713 -4.21865 -4.14049
0.696841 -4.22663 -4.10204
0.696969 -4.23452 -4.06394
0.697096 -4.24232 -4.02609
0.697221 -4.25003 -3.98849
0.697346 -4.25764 -3.95137
0.697469 -4.26517 -3.91444
0.697592 -4.27261 -3.87783
0.697714 -4.27997 -3.84142
0.697834 -4.28724 -3.80548
0.697954 -4.29443 -3.76961
0.698073 -4.30153 -3.73416
0.698191 -4.30855 -3.69896
0.698308 -4.31549 -3.66393
0.698423 -4.32235 -3.62934
0.698539 -4.32913 -3.59495
0.698653 -4.33584 -3.56066
0.698766 -4.34247 -3.52677
0.698879 -4.34902 -3.4932
0.698991 -4.35549 -3.45969
0.699102 -4.36189 -3.42658
0.699212 -4.36822 -3.39357
0.699321 -4.37448 -3.36098
0.699429 -4.38066 -3.32854
0.699537 -4.38678 -3.29627
0.699644 -4.39282 -3.26422
0.699751 -4.3988 -3.23248
0.699856 -4.4047 -3.20092
0.699961 -4.41054 -3.16958
0.700065 -4.41632 -3.13848
0.700168 -4.42202 -3.10759
0.700271 -4.42767 -3.07681
0.700372 -4.43325 -3.04645
0.700474 -4.43876 -3.01606
0.700574 -4.44421 -2.98606
0.700674 -4.4496 -2.9561
0.700773 -4.45493 -2.92648
0.700872 -4.4602 -2.89697
0.70097 -4.46541 -2.86764
0.701067 -4.47055 -2.83864
0.701164 -4.47564 -2.80962
0.701259 -4.48068 -2.78097
0.701355 -4.48565 -2.75238
0.70145 -4.49057 -2.72404
0.701544 -4.49543 -2.69588
0.701637 -4.50024 -2.66786
0.70173 -4.50499 -2.64002
0.701822 -4.50968 -2.61243
0.701914 -4.51433 -2.5849
0.702005 -4.51891 -2.55762
0.702096 -4.52345 -2.53049
0.702186 -4.52794 -2.5035
0.702275 -4.53237 -2.47672
0.702364 -4.53675 -2.45008
0.702453 -4.54108 -2.42359
0.702541 -4.54536 -2.39723
0.702628 -4.54959 -2.37113
0.702715 -4.55378 -2.34511
0.702801 -4.55791 -2.31923
0.702887 -4.562 -2.29357
0.702972 -4.56603 -2.26803
0.703057 -4.57003 -2.24262
0.703141 -4.57397 -2.2174
0.703225 -4.57787 -2.1923
0.703308 -4.58172 -2.16737
0.703391 -4.58553 -2.14255
0.703473 -4.58929 -2.11785
0.703555 -4.59301 -2.09339
0.703636 -4.59668 -2.06897
0.703717 -4.60031 -2.04476
0.703798 -4.6039 -2.02064
