-0.907111 1.1 -60
-0.676826 0.925215 -38.7309
-0.532749 0.526894 -40.2299
-0.381761 0.231741 -27.2684
-0.283228 -0.0338572 -37.4041
-0.142457 -0.263513 -36.3172
-0.00535071 -0.542218 -19.1547
0.061907 -0.766062 -19.6847
0.131784 -0.904326 -13.2382
0.175536 -1.02694 -10.1325
0.206787 -1.10786 -8.82424
0.23288 -1.16932 -37.6243
0.378229 -1.3082 -60
0.617065 -1.661 -27.4394
0.722567 -2.03541 3.63367
0.699966 -2.15224 -3.16817
0.705556 -2.12846 -1.49318
0.704315 -2.13518 -1.86549
0.704709 -2.13443 -1.74738
0.704707 -2.13542 -1.748
0.7048 -2.13594 -1.71994
0.70487 -2.13652 -1.69904
0.704945 -2.13705 -1.67644
0.705018 -2.13754 -1.65454
0.705092 -2.13799 -1.63251
0.705164 -2.13841 -1.6107
0.705237 -2.13879 -1.58905
0.705309 -2.13913 -1.56743
0.70538 -2.13944 -1.54595
0.705452 -2.13971 -1.52458
0.705522 -2.13994 -1.50332
0.705593 -2.14014 -1.48221
0.705663 -2.14031 -1.46118
0.705733 -2.14044 -1.44025
0.705802 -2.14053 -1.41947
0.705871 -2.14059 -1.39876
0.705939 -2.14062 -1.37819
0.706008 -2.14061 -1.35772
0.706076 -2.14057 -1.33729
0.706143 -2.1405 -1.31706
0.70621 -2.14039 -1.2969
0.706277 -2.14025 -1.27681
0.706344 -2.14008 -1.2569
0.70641 -2.13988 -1.23705
0.706476 -2.13964 -1.21725
0.706541 -2.13937 -1.19765
0.706606 -2.13907 -1.17806
0.706671 -2.13874 -1.15863
0.706736 -2.13838 -1.13923
0.7068 -2.13798 -1.12001
0.706863 -2.13756 -1.10086
0.706927 -2.1371 -1.08182
0.70699 -2.13662 -1.06277
0.707053 -2.1361 -1.04396
0.707115 -2.13555 -1.02515
0.707178 -2.13498 -1.00652
0.70724 -2.13437 -0.987887
0.707301 -2.13374 -0.969432
0.707362 -2.13307 -0.950992
0.707423 -2.13238 -0.932733
0.707484 -2.13165 -0.914457
0.707544 -2.1309 -0.896336
0.707604 -2.13012 -0.87829
0.707664 -2.12931 -0.860334
0.707724 -2.12848 -0.842519
0.707783 -2.12761 -0.824706
0.707842 -2.12672 -0.807015
0.7079 -2.1258 -0.789377
0.707959 -2.12485 -0.7719
0.708017 -2.12387 -0.754494
0.708074 -2.12287 -0.737088
0.708132 -2.12184 -0.71986
0.708189 -2.12078 -0.702683
0.708246 -2.1197 -0.685565
0.708302 -2.11859 -0.668605
0.708359 -2.11745 -0.651608
0.708415 -2.11628 -0.634825
0.708471 -2.11509 -0.618042
0.708526 -2.11388 -0.601313
0.708582 -2.11263 -0.584743
0.708637 -2.11137 -0.568192
0.708691 -2.11007 -0.551798
0.708746 -2.10875 -0.535354
0.7088 -2.10741 -0.519105
0.708854 -2.10603 -0.502877
0.708908 -2.10464 -0.486771
0.708961 -2.10322 -0.470681
0.709014 -2.10177 -0.454683
0.709067 -2.1003 -0.438842
0.70912 -2.0988 -0.422968
0.709172 -2.09728 -0.407254
0.709224 -2.09573 -0.391521
0.709276 -2.09416 -0.375932
0.709328 -2.09257 -0.360416
0.709379 -2.09095 -0.344967
0.709431 -2.08931 -0.32952
0.709481 -2.08764 -0.314267
0.709532 -2.08595 -0.298982
0.709583 -2.08423 -0.283819
0.709633 -2.08249 -0.268712
0.709683 -2.08073 -0.253709
0.709733 -2.07894 -0.238744
0.709782 -2.07714 -0.223831
0.709831 -2.0753 -0.209062
0.70988 -2.07345 -0.194238
0.709929 -2.07157 -0.179645
0.709978 -2.06966 -0.164948
0.710026 -2.06774 -0.150447
0.710074 -2.06579 -0.135962
0.710122 -2.06382 -0.12153
0.71017 -2.06182 -0.107241
0.710217 -2.05981 -0.0929176
0.710265 -2.05777 -0.0787002
0.710312 -2.05571 -0.0645912
0.710358 -2.05362 -0.0504818
0.710405 -2.05151 -0.0364582
0.710451 -2.04938 -0.0225451
0.710498 -2.04723 -0.00861138
0.710543 -2.04506 0.00514152
0.710589 -2.04286 0.0189831
0.710635 -2.04065 0.0326121
0.71068 -2.03841 0.0462754
0.710725 -2.03615 0.0598302
0.71077 -2.03386 0.0733356
0.710815 -2.03156 0.0867869
0.710859 -2.02923 0.100184
0.710903 -2.02688 0.113489
0.710948 -2.02451 0.126764
0.710991 -2.02212 0.139927
0.711035 -2.01971 0.15309
0.711079 -2.01728 0.166185
0.711122 -2.01482 0.17919
0.711165 -2.01235 0.192157
0.711208 -2.00985 0.205072
0.71125 -2.00733 0.217896
0.711293 -2.00479 0.230687
0.711335 -2.00224 0.243406
0.711377 -1.99965 0.256088
0.711419 -1.99705 0.268683
0.711461 -1.99443 0.281275
0.711502 -1.99179 0.293743
0.711544 -1.98912 0.306178
0.711585 -1.98644 0.318556
0.711626 -1.98374 0.3309
0.711667 -1.98101 0.343175
0.711707 -1.97827 0.35539
0.711748 -1.9755 0.367538
0.711788 -1.97271 0.379669
0.711828 -1.96991 0.391706
0.711868 -1.96708 0.403712
0.711907 -1.96424 0.415625
0.711947 -1.96137 0.427559
0.711986 -1.95848 0.43935
0.712025 -1.95558 0.451176
0.712064 -1.95265 0.462857
0.712103 -1.9497 0.474576
0.712142 -1.94674 0.486167
0.71218 -1.94375 0.497781
0.712218 -1.94074 0.509267
0.712256 -1.93772 0.520754
0.712294 -1.93467 0.532112
0.712332 -1.93161 0.543545
0.71237 -1.92852 0.554818
0.712407 -1.92542 0.56609
0.712444 -1.9223 0.577327
0.712481 -1.91915 0.588473
0.712518 -1.91599 0.599585
0.712555 -1.91281 0.610623
0.712592 -1.90961 0.621663
0.712628 -1.90639 0.632615
0.712664 -1.90315 0.643528
0.7127 -1.89989 0.654406
0.712736 -1.89661 0.665213
0.712772 -1.89331 0.675966
0.712808 -1.89 0.686719
0.712843 -1.88666 0.697366
0.712878 -1.88331 0.707993
0.712913 -1.87994 0.718568
